id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
58|Budapest XI. kerület, Péterhegy||279,14 M Ft||241 m2|1 158 253 Ft / m2|5|2001 és 2010 között||újszerű|gázkazán, hűtő-fűtő klíma, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|28|"- A TULAJDONOS, SAJÁT CSALÁDJÁNAK ÉPÍTTETTE!
- GYÖNYÖRŰ, ZÖLD, FÁS, ÁPOLT KERT
- TÁGAS, ÉLHETŐ TEREK
- 3 MÉTER BELMAGASSÁG!
- PRÉMIUM KATEGÓRIÁS KIVITELEZÉS
- EGYEDÜLÁLLÓ MÉRETŰ KERT ÉS LAKÓTÉR
- NAPELEM, ÉS NAPKOLLEKTOR
- LÉGKONDÍCIONÁLT HELYISÉGEK
- RIASZTÓ RENDSZER

IKERHÁZFÉL, CSALÁDIAS TÁGAS KERTTEL, HATALMAS NAPPALIVAL, SOK SZOBÁVAL, ÖNÁLLÓ GARÁZZSAL, IRODÁVAL!

XI.kerület, Péterhegy legkedveltebb utcájában eladó, egy minden igényt kielégítő ikerház fele!
Az épület 2005-ben épült saját részre! Magas minőségű burkolatok, egyedi gyártású nyílászárók lettek beépítve, mindegyik alumínium redőnnyel szerelt a nagyok elektromos, távirányítással működtethetőek!

ALSÓ SZINT

Garázs 33,52 nm elektromos autó töltő fogadására alkalmas, távirányítású garázskapuk, raktár 7,3 nm, közlekedő 4,6 nm, ..."|https://ingatlan.com/33780674|241 m2||||||||||||||||||||4.5|0.0|0.0|3.8|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|8.3|0.0|8.3|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4488149|19.0110327|Budapest XI. kerület, Péterhegy|Budapest prémium kerület|1.3
59|Budapest XI. kerület, Nagyida utca||475 M Ft||400 m2|1 187 500 Ft / m2|5|2001 és 2010 között||újszerű|hőszivattyú, gázkazán, fan-coil||önálló garázs - benne van az árban|ingatlaniroda|26|"Exkluzív Villa minimális rezsivel Madárhegyen!
Nagykövetségnek illetve Rezidenciának is alkalmas!

KOMPLETT ENERGETIKAI KORSZERŰSÍTÉSEN ÁTESETT VILLA, HŐSZIVATTYÚ ÉS NAPKOLLEKTOROK KERÜLTEK BESZERELÉSRE, ÍGY AZ INGATLAN FENNTARTÁSI KÖLTSÉGE NAGYON KEDVEZ

KOMPLETT ENERGETIKAI KORSZERŰSÍTÉSEN ÁTESETT VILLA, HŐSZIVATTYÚ ÉS NAPKOLLEKTOROK KERÜLTEK BESZERELÉSRE, ÍGY AZ INGATLAN FENNTARTÁSI KÖLTSÉGE NAGYON KEDVEZŐ
a hőszivattyú, napelem, kandalló, gázkazán, hybrid fan-coil rendszer szolgálnak a költségüzemeltetésre. Az ingatlan csendes, nyugodt környezetben található, nagy teraszokkal, gyönyörű panorámával rendelkezik, ami egy 1300 nm-es, örökpanorámás telken épült és a tető új zsindej borítást kapott.
Gyümölcsfákkal, virágokkal, örökzöldekkel teli, teljesen intim kertben épült ez az impozáns, ..."|https://ingatlan.com/34660005|400 m2||||||||||||||||||||18.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|1|0|0|1|0|1|0|0|25.0|0.0|25.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.474153|18.9877826|Budapest XI. kerület, Nagyida utca|Budapest prémium kerület|1.3
60|Budapest XI. kerület, Kelenföld||320 M Ft||152 m2|2 105 263 Ft / m2|7|2020||felújított|gázkazán||udvari beálló - benne van az árban|ingatlaniroda|21|"Vigyázat, beleszeretős! Romantikus vintage hangulat, modern kényelemmel

Egy ház, amely egyszerre idézi a múlt varázsát és kínálja a jelen kényelmét. Kelenföld csendes kertvárosi részén, a Sopron úton, 272 m2-es telken, 2022-ben újraépített, gondosan karbantartott otthon keresi új gazdáját.

Főbb jellemzők:
- 152 m2 alapterület: tágas nappali-étkező, +6 szoba, 2 fürdőszoba, pince.
- Világos és napfényes: KNy-i tájolás, egyedi fa nyílászárók.
- Modern kényelem: inverteres klímák, gázkazán, rusztikus öntöttvas kályha.
- Különleges design: rusztikus burkolatok, egyedi világítótestek.
- Kert és terasz: intim, pihenésre tökéletes.

Elhelyezkedés és közlekedés:
- 5 perc sétára a Fehérvári úti villamosok (17, 41, 47, 56, 61).
- Közeli bevásárlási lehetőségek (Allee, Etele Plaza), iskolák, óvodák,..."|https://ingatlan.com/34521546|272 m2|B|||||||||||||||||||4.5|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1|0|0|0|0|0|0|1|4.5|2.0|2.5|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.463643|19.0335531|Budapest XI. kerület, Kelenföld|Budapest jó lokáció|1.1
64|Budapest XI. kerület, Madárhegy||397 M Ft||240 m2|1 654 166 Ft / m2|4 + 1 fél|2019||újszerű|hőszivattyú||teremgarázs hely - benne van az árban|ingatlaniroda|7|Költözzön a Madárhegyre !Eladásra kínálunk egy 2019-ben épített újszerű, minden igényt kielégítő családi házat, saját kerttel, nagy teraszokkal. Az ingatlan három szintes, amerikai konyhás, nappali plusz három hálós örökös napsütésben fürdő ház elvehetetlen panorámával. Az épület hőszigetelt, garázsos, hűtéséről és fűtéséről hőszivattyú gondoskodik. A földszinten 53 m2-es nappali és konyha ebédlővel, kamrával lett kialakítva, továbbá itt helyezkedik el egy garderob helyiség, valamint a szükséges mellékhelyiség is. Az emeleten két nagyméretű és egy kisebb szoba, garderob, valamint 2 fürdőszoba szolgálja a kényelmet. Az emeleti szobákhoz panorámás erkély tartozik. A pince szinten helyet kapott a kétállásos garázs, valamint egy közel 12 nm-es studio szoba és a hőközpont. A házat csend veszi k...|https://ingatlan.com/34061283|240 m2||||||||||||||||||||4.5|0.0|0.0|0.0|0.0|3.2|0.0|0.0|1|0|0|0|0|1|0|0|7.7|0.0|7.7|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.46811719999999|18.9873738|Budapest XI. kerület, Madárhegy|Budapest prémium kerület|1.3
65|Budapest XI. kerület, Madárhegy||495 M Ft||484 m2|1 022 727 Ft / m2|5|2023||újszerű|hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés||teremgarázs hely - benne van az árban|ingatlaniroda|29|"Exkluzív, modern családi otthon Spanyolréten, a XI. kerület legújabb, zöldövezeti részén!

Fedezze fel ezt a páratlan lehetőséget, ahol Budapest egyik legdinamikusabban fejlődő környékén, Madárhegy és Budaörs között, Spanyolréten épült ez a 2022-es átadású, minden igényt kielégítő, modern formavilágú luxus családi ház. A 1039 m²-es telken elhelyezkedő, háromszintes, 464 m²-es otthon tágas élettereivel, magas műszaki tartalmával és gyönyörű, zöld környezetével azonnal magával ragadja az érdeklődőt.

Elhelyezkedés és környezet

• A lankás domboldal déli lejtése ideális tájolást biztosít; a telek alján ugyan már nem élvezhető panoráma, de a természet közelsége és a nyugodt, családias környezet kárpótol érte.
• A környéket folyamatosan épülő, közepes méretű családi és társasházak teszik egyre ..."|https://ingatlan.com/34699530|484 m2||||||||||||||||||||0.0|8.0|0.0|7.6|0.0|3.2|0.0|0.0|0|1|0|1|0|1|0|0|18.8|0.0|18.8|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.46811719999999|18.9873738|Budapest XI. kerület, Madárhegy|Budaörs Kamaraerdő|1.25
66|Budapest XI. kerület, Péterhegy||219 M Ft||218 m2|1 004 587 Ft / m2|1 + 5 fél|2016||újszerű|||önálló garázs|ingatlaniroda|22|"P21104

XI. PÉTERHEGYEN 2016-BAN ÉPÜLT KÉTLAKÁSOS CSALÁDI HÁZ ELADÓ

Péterhegy nyugodt, átmenő forgalom nélküli utcájában 2016-ban acélvázas kanadai földrengés biztos könnyűszerkezetes technológiával épült családi ház eladó.

A házban egymás felett egy-egy lakást alakítottak ki.
A földszinten egy 80 nm-es lakóterületű lakás van, 26 nm-es nagy belmagasságú nappalival, külön konyhával, 3 további szobával, fürdőszobával, előszobával és közlekedővel. A lakótérhez 24 nm-es, zöld területre néző terasz kapcsolódik.

A tetőtérben lévő 40 nm-es kisebb lakás a lépcsőházon keresztül közelíthető meg, függetlenül az alsó lakástól. Itt 2 szoba, konyha-étkező, zuhanyzós fürdőszoba, gardrób, előszoba és közlekedő van.

A pinceszinten van egy 64 nm-es garázs, ezen felül az épület mellett egy autónak fedett..."|https://ingatlan.com/33667910|218 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4488149|19.0110327|Budapest XI. kerület, Péterhegy|Budapest prémium kerület|1.3
67|Budapest XI. kerület, Laska utca||114 M Ft||118 m2|966 101 Ft / m2|3|1981 és 2000 között||felújított|hűtő-fűtő klíma, elektromos fűtőpanel, gázkazán||önálló garázs - benne van az árban|ingatlaniroda|18|"Kivételes lehetőség Budapest zöldövezetében – Felújított, körpanorámás családi ház eladó Kamaraerdő legcsendesebb utcájában távol a város zajától a természet közelében!

Budapest XI. kerületének egyik legnyugodtabb, átmenő forgalomtól teljesen mentes részén, Kamaraerdő szívében, a Laska utcában kínálok eladásra egy páratlan adottságokkal rendelkező önálló családi házat 1360 m2-es telken!

Főbb jellemzők:
Teljeskörűen felújított (2020–2024 között), két szintes, napfényes, világos lakóház
Nettó (190 cm feletti) hasznos lakóterület: 100 m² + erkély és pince (bruttó 118m2)
25 m²-es különálló garázs
25 m²-es külön kis ház vizesblokkal / műhely, akár hobbi célra vagy otthoni irodának is kiváló.
1360 m²-es, parkosított kert, déli fekvésű, gondozott, gyümölcsfákkal, örökzöldekkel, dísznövényekkel
..."|https://ingatlan.com/34849189|1360 m2|B|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|0.0|0.0|0|0|0|0|0|1|0|0|6.4|0.0|6.4|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.433896|18.9997157|Budapest XI. kerület, Laska utca|Budapest prémium kerület|1.3
68|Budapest XI. kerület, Inotai utca||209 M Ft||210 m2|995 238 Ft / m2|5|1981 és 2000 között||újszerű|gázkazán, padlófűtés||önálló garázs - benne van az árban|ingatlaniroda|30|"ELADÓ IMPOZÁNS CSALÁDI HÁZ KELENVÖLGY LEGBÁJOSABB RÉSZÉN!

Ha egy igazán egyedi, minden igényt kielégítő, exkluzív otthont keres, amely ötvözi a modern technológia vívmányait a kifinomult designnal, akkor ez a 210 négyzetméteres, nappali + 4 hálószobás, nagy teraszos, 3 erkélyes, 2 fürdőszobás, három szintes családi ház tökéletes választás!

Kizárólagos Megbízás! Előre egyeztetett időpontban lehet megtekinteni az ingatlant.

✅Tér és előkelőség egy helyen:
Ez a ház nemcsak méreteivel, hanem lenyűgöző kialakításával és prémium minőségű anyagaival is kitűnik. A teljes körű felújítás 2012-ben történt, amely során a házat teljesen újjáépítették, falig bontották, majd a legkorszerűbb technológiákkal és anyagokkal alakították ki újra. Az átfogó műszaki modernizáció során a következő fejlesztések ..."|https://ingatlan.com/34839968|210 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|7.6|0.0|7.6|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4523954|19.0220672|Budapest XI. kerület, Inotai utca|Budapest jó lokáció|1.1
69|Budapest XI. kerület, Kelenvölgy||249,90 M Ft||200 m2|1 249 500 Ft / m2|5|1981 és 2000 között||jó állapotú|gázkazán, hűtő-fűtő klíma, vegyes tüzelésű kazán||önálló garázs - benne van az árban|ingatlaniroda|11|"Csak a Dream House Hunters Kft kínálatában:

Családjának új otthonát keresi, ahol kényelmesen élhet, ahol a madárcsicsergés nyugalmát élvezheti, de mégis könnyedén megközelítheti a belvárost?

Eladó a Budapest XI. kerületének csendes, családi házas részén, a Bezdán utcában, 200 négyzetméteres, 2 szintes családi ház, várja új tulajdonosait.

Ez a hangulatos otthon folyamatosan korszerűsítve lett az évek folyamán, 1990.-ben a tetőtér beépítésre került, még több helyet biztosítva a családnak. Az emeleten klimatizált terek,és loggia várja az új lakókat, hogy minden évszakban otthonosan érezhessék magukat.

Az házban 3 fürdőszoba is található, így többgyermekes családnak is a kényelmes az együttélés. A földszinti terasz mely 6x5 méteres, és a zöldellő madárcsicsergős kert ideális helyszín csalá..."|https://ingatlan.com/34869080|497 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.449382|19.0225258|Budapest XI. kerület, Kelenvölgy|Budapest prémium kerület|1.3
70|Budapest XI. kerület, Éva utca||270 M Ft||448 m2|602 678 Ft / m2|8|2001 és 2010 között||jó állapotú|gázkazán||önálló garázs|ingatlaniroda|22|"KIZÁRÓLAG IRODÁNK KÍNÁLATÁBAN!

Péterhegyen eladásra kínálunk egy 2001-ben épített kiváló állapotú 4 szintes családi házat, 892 m2-es telken.

A pince szinten található egy beltéri, fűthető medence és egy dupla beállásos garázs. A garázs előtti autóbeálló kettő autó parkolására alkalmas. Illetve az utcán kialakításra került 4 db autóbálló hely.

A bejáraton belépve a földszinten található 2 db halószoba, egy fürdőszoba, egy WC, egy konyha és egy 41 m2-es nappali, ahonnan nyílik a 29 m2-es terasz.

Az emeletre felérve található 4 db hálószoba, 2 db fürdőszoba és egy nappali.
Minden hálószobához tartozik saját erkély.

A padlástér beépített, ami jelenleg hobby helyiségként szolgál.

A ház fűtését egy vaillant gázkazán biztosítja. A hidegburkolatú helységekben padlófűtés is van. A padlófűtés ..."|https://ingatlan.com/34811643|448 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4491087|19.0118457|Budapest XI. kerület, Éva utca|Budapest prémium kerület|1.3
72|Budapest XI. kerület, Kelenvölgy||285 M Ft||200 m2|1 425 000 Ft / m2|6 + 1 fél|1981 és 2000 között||felújított|padlófűtés, házközponti||udvari beálló - benne van az árban|ingatlaniroda|9|"Kétgenerációs, energiahatékony modern otthon Kelenvölgyben – csendes zsákutcában, zöld kerttel és napelemmel

Lakótér: 181 m² összesen (138 m² + 43 m²) + 20m²  tároló,gépház + teraszok
Telekterület: ~559 m²
Ár: Egyedi megegyezés szerint
Energetikai besorolás: A++
CO₂-kibocsátás: A+

Ez a páratlan, két külön bejárattal rendelkező, kétgenerációs családi ház Kelenvölgy szívében található, egy csendes, sík zsákutcában, mégis kiváló tömegközlekedéssel és infrastruktúrával. A 2017-ben teljes körűen felújított, gondosan karbantartott ingatlan nemcsak modern technológiai megoldásaival, hanem meleg, otthonos atmoszférájával is lenyűgöz.

A nagyobbik lakótér jellemzői (kb. 138 m²)
Tágas előszoba, nappali, mosókonyha
Különálló konyha és étkező prémium AEG gépekkel
Négy hálószoba az emeleten
Káddal és..."|https://ingatlan.com/34860757|559 m2|A++|||||||||||||||||||9.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|1|0|0|1|0|0|0|0|12.8|0.0|12.8|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.449382|19.0225258|Budapest XI. kerület, Kelenvölgy|Budapest jó lokáció|1.1
75|Budapest XI. kerület, Táncos utca 4/B||215 M Ft||293 m2|733 788 Ft / m2|5 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán|||maganszemely|3|"Nagycsaládosoknak, vagy két generációnak is kiválóan alkalmas családi ház eladó.
Kiváló közlekedés közelében, a 4-es metro 15 perc séta, buszmegálló a közelben 3 perc séta, Kelenföld vasútállomás szintén kb 15 perc séta.
Vásárlási lehetőség 7-15 perc séta. (Spar, Lidl, stb..)
Közel mindenhez, mégis nyugodt családi házas övezet.

Gáz, víz, villany, csatorna, van, teljes közművel rendelkezik.
A házrészhez tartozó kert kb 450 nm, könnyen karbantartható, füvesített, és jelenleg is gondozott. (megosztási, használati szerződés van az ikertárssal, és le is van választva kerítéssel, és növényekkel fizikailag is).
- Pince
Az épület alatt nagyméretű pince található, több mint 80 nm. Alkalmas garázsnak, műhelynek, vállalkozás céljára. Nagy tér van, szabadon alakítható. 3 autó is befér. Jelenleg kamra..."|https://ingatlan.com/34639200|293 m2||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|0.0|0.0|-8.0|0|1|0|0|0|0|0|1|4.0|8.0|-4.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4619655|19.0098287|Budapest XI. kerület, Táncos utca 4/B|Budapest prémium kerület|1.3
76|Budapest XI. kerület, Sasad||450 M Ft||300 m2|1 500 000 Ft / m2|4|1981 és 2000 között||felújított|gázkazán||önálló garázs - benne van az árban|ingatlaniroda|23|"Sasad csendes zöldövezeti részén eladó egy 700 nm-es összközműves telken egy közel 300 nm-es családi ház. Az ingatlan a 80-as évek elején 1983 - ban épült. 2021-ben a házat műszakilag és esztétikailag is felújították, mind víz, mind a villanyvezetékek cseréje és a fűtésrendszer korszerűsítésre is megtörtént.
Az ingatlan két szintes, és alápincézett.
A házba belépve azonnal érzékelhetjük, hogy a ház osztható több lakrészre. Jelenleg egybe van nyitva az egész ház, de kisebb ráfordítással zavartalan együttélést lehetne biztosítani kettő vagy akár három generáció részére.
Jelenleg az alsó szint elrendezése egy nappali, melyet csak egy kis fal választ el a konyhától, úgyhogy félig meddig amerikai konyhás nappalinak is nevezhetjük. Ezen a szinten még két fürdőszoba is található. Ez a szint kertk..."|https://ingatlan.com/33620200|300 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4735156|19.0077598|Budapest XI. kerület, Sasad|Budapest prémium kerület|1.3
77|Budapest XI. kerület, Bodajk utca||300 M Ft||200 m2|1 500 000 Ft / m2|5 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - benne van az árban|maganszemely|3|Sasad csendes utcájában eladó egy 625 m²-es, összközműves telken található, 200 m²-es, ötszobás családi ház. Az ingatlan kialakítása magában foglal egy panorámás terasszal rendelkező nappalit, négy szobát, étkező-konyhát, két fürdőszobát, gardróbokat, teraszokat, szaunát és két garázst. A sportteremből fedett teraszon keresztül lehet a kertbe jutni. Az épület 1990-ben épült, majd 2000-ben és 2010-ben műszaki és esztétikai felújításon esett át. Az ingatlan részben légkondicionált, kiváló elhelyezkedéssel rendelkezik, és az M1/M7 autópályák mindössze öt perc alatt elérhetők.|https://ingatlan.com/34655553|625 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|0|0|0|0|1|0|1|3.2|2.0|1.2|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4769336|19.0107991|Budapest XI. kerület, Bodajk utca|Budapest prémium kerület|1.3
78|Budapest XI. kerület, Budaörsi út 27.||215 M Ft||216 m2|995 370 Ft / m2|6|1950 előtt||jó állapotú|gázkazán||utca, közterület - fizetős övezet|maganszemely|2|"XI. kerület, Budaörsi út 27.
Eladó a családi ház/iroda

Eladó a Budaörsi úton a Sas hegy lábánál, a BAH csomóponttól 200 méterre, egy kétszintes, 216m2-es, jelenleg irodának kialakított családi ház (148m2 magasföldszint, +68m2 alagsor) egy 638m2-es telken. Tulajdoni lap szerint háromlakásos társasház, ami téglából épült, többször felújításra került, hőszigetelt, központi fűtését gázkazán biztosítja.

Befektetési/fejlesztési elképzelés esetén a telekre építhető egy hatszintes, több funkciós, 223m2 alapterületű, összesen bruttó 1060m2-es épület is, erre az Önkormányzattal egyeztetve egy beépíthetőségi tanulmány is készült.
Övezet: Vi-2-XI/6,
Beépítési mód: szabadon álló,
Terepszint felett: 35%
Terepszint alatt: 50%,
Épületmagasság: 6,0-12,5 m,
Szintterületi mutató: 1,25
Zöldfelület: 40%

Ár:..."|https://ingatlan.com/34559261|216 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4820886|19.0264842|Budapest XI. kerület, Budaörsi út 27.|Budaörs Törökbálint határ|1.2
79|Budapest XI. kerület, Kelenföld||490 M Ft||459 m2|1 067 538 Ft / m2|20|||felújított|gázkazán||udvari beálló|ingatlaniroda|25|"Eladó XI. kerületben 4 szintes önálló épület saját belső parkolóval/kerttel. Családi házas, csendes ,zöldövezetben ugyanakkor tömegközlekedéssel és autóval könnyen megközelíthető helyen. Kiválóan alkalmas saját célra akár több generációnak vagy befektetési céllal. Jelenleg iroda funkciókkal bír.

Az ingatlan 1990-ben épült, teljeskörű felújításon esett át, új burkolatok, nyílászárók, konyhabútor, új energiatakarékos gázkazán került beépítésre. Az épület minden helyisége légkondicionált. Minden szinten található gépesített konyha valamint mellékhelyiség (2 szinten zuhanyzós).
Az ingatlan per- és tehermentes.

Szintek (nettó belső falakkal):
-alsó szint: 109 m2,
-magas földszint: 115 m2,
-első emelet: 115 m2,
-tetőtér: 120 m2
Összesen: 459nm
Telek terület: 580 m2

Irányár: 490 millió HUF + Á..."|https://ingatlan.com/34052487|459 m2|A|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|2.5|-2.0|0|0|0|0|0|1|1|1|5.7|2.0|3.7|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.463643|19.0335531|Budapest XI. kerület, Kelenföld|Budapest jó lokáció|1.1
80|Budapest XI. kerület, Sashegy||370 M Ft||352 m2|1 051 136 Ft / m2|5 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán|||ingatlaniroda|20|"Eladó egy egyedi tervezésű családi otthon Sas-hegyen!

A XI. kerület egyik legcsaládiasabb és ezért az egyik legkeresettebb zöldövezeti részén, Sas-hegyen kínálunk eladásra egy 352 m²-es, háromszintes, 7 szobás ingatlant, amely tökéletes választás lehet azok számára, akik a természet közelségében szeretnének élni, de nem akarnak lemondani a könnyű megközelíthetőségről.

Miért különleges ez az ingatlan?

- Egyedi belsőépítészeti megoldások. A ház minden részlete gondosan megtervezett, a tágas nappali extra nagy belmagasságával és a szobák kreatív elrendezésével egyedi atmoszférát teremt.
- Délnyugati tájolás és napfényben úszó terek. A hatalmas üvegfelületek, valamint a tágas teraszok és erkélyek biztosítják, hogy az otthon mindig világos és kellemes hangulatú legyen.
- Wellness és kikapcso..."|https://ingatlan.com/34577123|352 m2||||||||||||||||||||0.0|0.0|0.0|7.6|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|10.8|0.0|10.8|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4814673|19.0206665|Budapest XI. kerület, Sashegy|Budapest prémium kerület|1.3
81|Budapest XI. kerület, Facsemete utca||450 M Ft||202 m2|2 227 722 Ft / m2|4|2019||újszerű|gázkazán, padlófűtés, házközponti egyedi méréssel||önálló garázs - benne van az árban|maganszemely|3|"Luxus minimál ikerház fél Madárhegyen medencével ELADÓ!

Külső tér:
- 2 saját kertrész
- Saját bejárat, külön lépcsővel
- Garázs előtti térkövezett sík terület
- A ház külső homlokzata antracit üvegpanelekkel burkolva
- Üvegkorlátok
- Teraszon lézergravírozott gondozásmentes acél korlátrendszer
- 6m x 3m-es fűthető medence
- Közös játszótér
- Gyeptégla
- Öntözőrendszer
- Parkosított közös terek a kertben

180nm lakótér, 80nm terasz, dupla garázs, 40nm-es nappali + 4 szoba, amerikai konyha, tágas terek, széles folyosók, egyedileg tervezett letisztult design, 3 fürdőszoba, 4 wc, wellness rész, külső fűtött medence, jacuzzi, saját kert

Pince szint:
- 2 állásos garázs elektromos antracit Hörmann garázsajtóval
- Garázsból nyíló 5nm-es tároló
- Közlekedő beépített szekrényekkel
- Vendégszoba ga..."|https://ingatlan.com/34676852|202 m2|A++|||||||||||||||||||0.0|0.0|0.0|7.6|2.8|0.0|0.0|0.0|0|0|0|1|1|0|0|0|10.4|0.0|10.4|XI. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.4705922|18.9891339|Budapest XI. kerület, Facsemete utca|Budapest külső kerület|0.95
82|Budapest XI. kerület, Oltvány utca||238 M Ft||160 m2|1 487 500 Ft / m2|3 + 1 fél|1981 és 2000 között||jó állapotú|gázkazán||önálló garázs - kötelező megvenni|maganszemely|0|"Sasad egyik legszebb, csendes utcájában a Xl-Xll. kerület határán az Oltvány utcában található -a kilencvenes évek elején épült , 160 nm-es ikerház feelingű szélső sorházi lakásunk - teljesen szeparált önálló nagy kerttel, kicsit retró,  ám szuperül működő kerti medencével, pici halastóval, dupla állású garázzsal, tárolóval, gyönyörű, nyugodt környezetben  eladó. A földszinten kialakításra került egy önálló garzon- vagy ki minek szeretné: amerikai konyhás kertkapcsolatos nappali, fürdőszoba,  gardrób.
A középső szinten konyha , kamra, étkező, nappali/háló erkély, fürdőszoba.
Emeleti szinten két háló , gardrób, fürdőszoba,  erkély.
A tetőtérben található egy nettó 12 nm-es gyerek dühöngőnek, vagy pakolós funkciónak is hasznosítható , panorámás tér.
Alacsony rezsi, fűtési kedvezmény, riasztó..."|https://ingatlan.com/34668576|350 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|0|0|0|0|1|0|1|3.2|2.0|1.2|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4751809|18.9968137|Budapest XI. kerület, Oltvány utca|Budapest prémium kerület|1.3
83|Budapest XI. kerület, Igmándi utca||249,90 M Ft||290 m2|861 724 Ft / m2|7|||jó állapotú|gázkazán, hűtő-fűtő klíma||önálló garázs|ingatlaniroda|20|Eladó jelenleg iskolaként üzemelő, de minimális átalakítással visszarendezhető 3 szintes családi ház. A kert parkosított, kerítése körbe zárt. Az ingatlan teljes területtel számolt alagsorában egy hatalmas ablakos terem és tágas garázs alkot egységet, külön bejárattal a gépház is ezen a szinten helyezkedik el. A földszinten konyha, mosdó, egy hatalmas és további két normál méretű szoba van, hasonlóan az emelethez, ahol egy nagy és három normál szoba található. A ház ékessége hatalmas terasza és három, különböző tájolású erkélye, melyek együttesen 26 m2-t alkotnak.|https://ingatlan.com/34896638|290 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XI. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4583444|19.0152238|Budapest XI. kerület, Igmándi utca|Budapest prémium kerület|1.3
