id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|enhanced_keruleti_resz|lokacio_konfidencia|lokacio_elemzesi_modszer|lokacio_forras|lokacio_elemzesek_szama|geo_latitude|geo_longitude|geo_address_from_api|varosresz_kategoria|varosresz_premium_szorzo
90|Budapest II. kerület, Széll Kálmán tér||107 M Ft||63 m2|1 685 039 Ft / m2|2 + 2 fél|1950 előtt|2|felújított|gázkazán|1 m2|utca, közterület|ingatlaniroda|20|"Eladóvá vált egy gyönyörűen felújított - átépített, 63 m²-es, amerikai konyhás nappali + 3 hálószobás lakás a Széll Kálmán téren! Az ingatlan napfényes, erkélyes és kitűnő közlekedési adottságai miatt irodai, vagy orvosi rendelő célokra is kitűnően alkalmas!

A lakás belső elrendezése nagyon praktikus: a dekoratív, ragyogó napfényes amerikai konyhás nappali ad helyet a társas életnek, a három külön bejáratú hálószoba (melyből egy utcai-, kettő pedig udvari nézetű) privát elvonulási lehetőséget, vagy akár nyugodt munkaterületet biztosít több fő részére. A fürdőszoba szép nagy méretű és ablakos, valamint gardrob helyiség is van. Bár forgalmas úton helyezkedik el a ház, a lakás mégis rendkívül jól hangszigetelt, csendes és a kilátás a térre - a nemrég felújított, Postapalotaként ismert épület..."|https://ingatlan.com/34642720|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5076214|19.0227398|Budapest II. kerület, Széll Kálmán tér|Budapest prémium kerület|1.3
92|Budapest II. kerület, Kis Rókus utca||1,09 Mrd Ft||622 m2|1 747 588 Ft / m2|8 + 2 fél|1950 előtt||felújított||||ingatlaniroda|13|"BUDA SZÍVÉBEN, KIVÉTELES BEFEKTETÉSI LEHETŐSÉG!
6 LAKÁS + MŰKÖDŐ PIZZÉRIA – TELJESKÖRŰEN FELÚJÍTOTT ÉPÜLET ELADÓ A II. KERÜLETBEN

Egy igazi kuriózum várja új tulajdonosát Budapest egyik legkeresettebb részén, a Millenáris Park közvetlen közelében!
Ez a 622 nm-es, 2023-ban teljesen felújított ingatlan ideális választás befektetők számára, akik biztos hozamot, kiemelkedő lokációt és hosszú távú értéknövekedést keresnek.

Mit kínál az ingatlan?
✔️ 6 különálló, napfényes lakás, melyek bérbeadásra azonnal alkalmasak
– 43 nm, 40 nm, 75 nm, 26 nm, 124 nm, 79 nm (két utóbbi jelenleg egybenyitva)
✔️ Stabil, hosszú évek óta működő pizzéria vendégtérrel, profi konyhával és kiszolgáló egységekkel
– 235 nm-es külön szinten, meglévő vendégkörrel és gépészettel

2023-as teljes felújítás: új szigetelés, ..."|https://ingatlan.com/34710612|622 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|II. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.5113052|19.0269519|Budapest II. kerület, Kis Rókus utca|Budapest prémium kerület|1.3
93|Budapest II. kerület, Szász Károly utca||195 M Ft||120 m2|1 625 000 Ft / m2|3|1950 előtt|1|felújított|gázkazán|||ingatlaniroda|12|"Álmodozik egy elegáns, tágas otthonról Buda szívében? Most megvalósíthatja!
A II. kerület patinás részén, a csendes és zöldövezeti Szász Károly utcában kínálunk megvételre egy frissen és teljeskörűen felújított, 120 m²-es, nagypolgári lakást.

Főbb jellemzők:
Alapterület: 120 m²
Emelet: 1. emelet (rendezett, jó állapotú, polgári társasházban)
Szobák: 3 különnyíló szoba + tágas amerikai konyhás nappali
Belmagasság: 370 cm, világos és elegáns térérzet
Állapot: teljeskörűen felújított (új víz-, villany-, fűtésrendszer, burkolatok, nyílászárók)
Fűtés: korszerű, energiatakarékos rendszer radiátorokkal
Konyha: egyedi tervezésű, gépesített amerikai konyha
Fürdőszoba + 2 WC: modern kialakítás, külön helyiségekben
Tájolás: világos, ablakai utcára és belső udvarra néznek

Lokáció – amikor minden csa..."|https://ingatlan.com/34867615|||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5108032|19.0324206|Budapest II. kerület, Szász Károly utca|Budapest prémium kerület|1.3
94|Budapest XII. kerület, Krisztinaváros||259,90 M Ft||123 m2|2 095 967 Ft / m2|3|1950 előtt|3|felújított|házközponti egyedi méréssel|2 m2|utca, közterület - fizetős övezet|ingatlaniroda|28|"Széll Kálmán térnél, Buda centrumában eladó egy exluzív kialakítású, igényes anyagokkal, belsőépítész tervei alapján felújított és minőségi bútorokkal, kiegészítőkkel felszerelt gyönyörű világos, nagyon tágas lakás. Az ár a bútorokkal és gépesítéssel együtt értendő!
A négy szintes társasház folyamatosan karbantartott, jó állapotú.
A lakás tágas terei lehetővé tették a hatalmas (40 nm) amerikai konyha+nappali, étkező egyben és két tágas, élhető méretű hálószoba kialakítását. Két erkélye és több helyiség ablakai a Pénz Múzeumra néznek.
Azonnal költözhető.
Az ár irányár!"|https://ingatlan.com/34675610|||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|2.5|0.0|0|0|0|1|0|0|1|0|6.3|0.0|6.3|XII. kerület|0.85|enhanced_4step|aggregated_from_3_sources|3|47.4993632|19.027497|Budapest XII. kerület, Krisztinaváros|XII. ker. Krisztinaváros|1.25
96|Budapest II. kerület, Bem rakpart||195,40 M Ft||116 m2|1 684 459 Ft / m2|3|1950 előtt|földszint|jó állapotú|gázkazán||utca, közterület - fizetős övezet|ingatlaniroda|27|"Bem rakparton azonnal költözhető Dunai panorámás lakás eladó. hall, zuhanyzós fürdőszoba wc-vel, külön wc, kamra, belmagasság 4,3 m, pince 9 nm, tehermentes, külön bejáratú szobák,vízóra/2/,külön konyha, előszoba, 7 nm légudvar ami megvásárolható a társasháztól. 40 lakásos a két utcai bejáratos társasház.
Az ingatlanban lévő bútor+berendezési tárgyak igény esetén megvásárolhatóak/5000 Euró/. Amennyiben nincs rá igény a tulajdonos elviszi
A tulajdoni lapon a lakás 105 nm."|https://ingatlan.com/34711741|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|2.5|0.0|0|0|0|0|0|1|1|0|5.7|0.0|5.7|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5110468|19.0392243|Budapest II. kerület, Bem rakpart|Budapest prémium kerület|1.3
97|Budapest II. kerület, Víziváros||146 M Ft||109 m2|1 339 449 Ft / m2|3 + 1 fél|1950 előtt|1|jó állapotú|gázkazán|||ingatlaniroda|14|"Eladó Buda szívében, 2. kerület Víziváros egyik kedvelt utcájában egy 109 nm-es, 1 nappali 2,5 hálószobás TÁGAS, nagyvonalú terekkel rendelkező, kiválóan alakítható NAGYPOLGÁRI LAKÁS szép állapotú, belső kerttel rendelkező házban!
Családoknak kényelmes, modern életviteli lehetőség!

A LAKÁS ELHELYEZKEDÉSE:
Tökéletes lokáció! 1-5 perc sétára megtalálható minden, ami a mindennapi életet kényelmessé teszi: bevásárlóközpont, piac, éttermek, pékségek, kávézók, boltok és közlekedési csomópontok (Széll Kálmán tér, budai fonódó villamoshálózat) A környéken számos minőségi óvoda, iskola, játszótér és park (Millenáris, Városmajor) is gyalogosan elérhető. A pezsgő kulturális életet a közelben található színházak, kiállítóközpontok (Marczibányi Téri Művelődési központ, Budai Táncklub, Nemzeti Táncszín..."|https://ingatlan.com/34844066|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|I. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.50504309999999|19.038844|Budapest II. kerület, Víziváros|Budapest prémium kerület|1.3
98|Budapest II. kerület, Víziváros||797,54 M Ft||150 m2|5 316 933 Ft / m2|4|1950 előtt|2|felújított|||utca, közterület - fizetős övezet|ingatlaniroda|18|Exkluzív ingatlan eladó előszoba-hall, nappali+három hálószoba, három fürdőszoba, jó állapotú társasházban ami körfolyosós|https://ingatlan.com/34711848|||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|I. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.50504309999999|19.038844|Budapest II. kerület, Víziváros|Budapest prémium kerület|1.3
99|Budapest II. kerület, Víziváros||199 M Ft||100 m2|1 990 000 Ft / m2|4|1950 és 1980 között|földszint|felújított||||ingatlaniroda|22|"A Bem rakparton kínálok eladásra egy örök Parlamenti- és Dunai panorámás, duplex lakást a Batthyány térnél.
Az ingatlan tökéletesen alkalmas akár rövidtávú kiadásra (Airbnb) is, a jövőben itt megszálló vendégek kényelmét szolgálja a 4 hálószoba és a hozzá tartozó 4 fürdőszoba.

Amennyiben nem befektetési célból vásárol, úgyis tökéletes választás az Ön vagy családja részére, hiszen egy hosszútávú, értékálló befektetés.
Minden egy karnyújtásra van, ami az Ön kényelmét szolgálja: Batthyány téri Vásárcsarnok, üzletek, gyógyszertár, éttermek, kávézók, busz-, metró- és villamosmegálló.
Ha éppen kedve szottyan, hajóval is átkelhet a Pesti oldalra.

A Bem rakparton élni kiváltság, melyet sehol máshol nem tapasztalhat meg. Miért érné be kevesebbel?
Várom megtisztelő hívását a hét minden napján.

Re..."|https://ingatlan.com/33454759|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|I. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.50504309999999|19.038844|Budapest II. kerület, Víziváros|Budapest prémium kerület|1.3
100|Budapest II. kerület, Országút||1,07 Mrd Ft||622 m2|1 723 874 Ft / m2|10||1|jó állapotú||||ingatlaniroda|16|"Buda szívében
Buda szívében a II. kerületben a Millenáris park közelében eladó egy különleges 622 nm-es ingatlan. Az ingatlan felújítása teljeskörűen 2023-ban megtörtént, ideértve a szigetelést, belső vezetékeket, tereket, ajtókat és ablakokat is. Az ingatlanban 6 exkluzív D fekvésű lakás és egy hosszú évtizedek óta üzemelő pizzéria is helyet kapott. A lakásokból csodálatos kilátás nyílik a parkra. Az ingatlant akár befektetésre, hosszútávú kiadásra ajánljuk, emellett alkalmas lehet rendelők kialakítására is, rengeteg lehetőséget tartogat.
A 6 lakás és az étterem összesen 622 nm, 10 szoba 3 félszoba, 7 fürdőszoba, 6 konyha a két szinten. Az egyik szinten a lakások : 43 nm, 40 nm, 75 nm, 26 nm a másik szinten elhelyezkedő ingatlanok: 124 nm, 79 nm ezek egybe vannak nyitva. Végül az étterem ..."|https://ingatlan.com/34522816|622 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|II. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
101|Budapest II. kerület, Országút||1,06 Mrd Ft||622 m2|1 702 529 Ft / m2|10|1950 előtt|1|felújított|gázkazán|||ingatlaniroda|16|"Különleges Ingatlan Eladó Buda Szívében, a II. Kerületben

Eladásra kínálunk egy egyedülálló, 622 m²-es ingatlant Budapest szívében, a Millenáris park közelében. Az ingatlan teljes körű felújításon esett át 2023-ban, mely magában foglalja a szigetelést, belső vezetékek, terek, ajtók és ablakok cseréjét is. Az épületben 6 exkluzív, déli fekvésű lakás és egy hosszú évtizedek óta működő pizzéria található. A lakásokból csodálatos panoráma nyílik a parkra.

Ez az ingatlan ideális választás lehet befektetésre vagy hosszú távú kiadásra, emellett lehetőséget kínál rendelők kialakítására is. Az ingatlan számos lehetőséget rejt, így számos célra használható.

A 6 lakás és az étterem összesen 622 m²-en helyezkedik el, 10 szobával, 3 félszobával, 7 fürdőszobával és 6 konyhával, két szinten elosztva. ..."|https://ingatlan.com/34597477|622 m2||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|3.8|0.0|3.8|II. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.510162|19.0238539|Budapest II. kerület, Országút|Budapest prémium kerület|1.3
102|Budapest II. kerület, Mechwart tér 3.||150 M Ft||97 m2|1 481 481 Ft / m2|2 + 1 fél|1950 előtt|5|jó állapotú|házközponti, hűtő-fűtő klíma|8.5 m2|utca, közterület - fizetős övezet|ingatlaniroda|26|"Eladó 97 m²-es, 2+fél szobás erkélyes lakás a Mechwart ligetnél – Bauhaus stílusú házban, parkra néző kilátással!

Budapest II. kerületében, a közkedvelt Mechwart liget közvetlen szomszédságában kínálunk eladásra egy 97 m²-es, tágas, világos, csendes lakást 8,5 m²-es erkéllyel.

Lakás főbb jellemzői:
•2,5 szoba, mindegyik szoba külön nyíló
•Nappali és háló közvetlenül a Mechwart ligetre néz
•8,5 m²-es erkély, zöld parkra néző kilátással
•3 méteres belmagasság, világos terek
•Redőnyös fa nyílászárók, ÉNY–DK tájolással
•Fűtése házközponti, radiátoros hőleadókkal megoldott
•2024-ben frissen festett
•2024. októberében 2 db új split klíma lett felszerelve a nappaliba és a hálóba
•2 WC, egyik a fürdőszobában, a másik külön helyiségben
•Biztonsági bejárati ajtó
•Riasztórendszer mozgás és nyitóérz..."|https://ingatlan.com/34749271||G|||||||||||||||||||0.0|0.0|7.0|0.0|0.0|0.0|0.0|0.0|0|0|1|0|0|0|0|0|7.0|0.0|7.0|II. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.5122503|19.033501|Budapest II. kerület, Mechwart tér 3.|Budapest prémium kerület|1.3
104|Budapest XII. kerület, Csaba utca||174,90 M Ft||111 m2|1 534 210 Ft / m2|3|1950 előtt|1|jó állapotú|egyéb|6 m2||ingatlaniroda|16|"Képzelje el, hogy egy olyan otthonra talál, amely nemcsak a családja kényelmét és biztonságát szolgálja, hanem a mindennapi élet minden aspektusát is maximálisan támogatja.
A Krisztinaváros szívében, Budapest 12. kerületében elérhető, 111 négyzetméteres, háromszobás lakás, mely tökéletes választás azok számára, akik a városi élet nyújtotta lehetőségeket keresik, de szeretnék megőrizni a csendes, zöld környezet előnyeit is.
Ez a használt ingatlan jó állapotban várja új lakóit, a tágas nappali, valamint a nagy belmagasság lehetővé teszi, hogy a családi együttlétek valóban élvezetesek legyenek.
A lakás világos, napfényes tereivel és a 6,3 négyzetméteres erkéllyel a mindennapokban is a természet közelségét élvezheti, miközben a város nyújtotta lehetőségeket is könnyedén elérheti.

A környék el..."|https://ingatlan.com/34831756|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5042806|19.0192916|Budapest XII. kerület, Csaba utca|XII. ker. Budai hegyek - Villa negyed|1.4
106|Budapest II. kerület, Víziváros||195 M Ft||120 m2|1 625 000 Ft / m2|3|1950 előtt|1|felújított|gázkazán|||ingatlaniroda|12|"Tágas, felújított nagypolgári lakás eladó Buda egyik legkedveltebb utcájában

Olyan otthont keres Budán, ami egyszerre elegáns, nyugodt és jól megközelíthető? Ez a lakás kiváló lehetőség lehet az Ön számára.

A II. kerületben, a zöldövezeti és csendes Szász Károly utcában eladásra kínálunk egy 120 m²-es, teljes körűen felújított nagypolgári lakást. Az ingatlan egy rendezett, jó állapotú társasház első emeletén található.

A lakás három külön nyíló szobával és egy tágas amerikai konyhás nappalival rendelkezik. A nagy belmagasságnak köszönhetően világos és elegáns térérzetet biztosít. A felújítás során minden vezeték és rendszer megújult, beleértve a víz-, villany- és fűtéshálózatot is. A modern, energiatakarékos fűtés radiátoros megoldással működik. A konyha gépesített és egyedi tervezésű. ..."|https://ingatlan.com/34887139|||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|0.0|0.0|0|0|0|1|0|1|0|0|7.0|0.0|7.0|I. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.50504309999999|19.038844|Budapest II. kerület, Víziváros|Budapest prémium kerület|1.3
107|Budapest XII. kerület, Városmajor utca||149,90 M Ft||139 m2|1 048 251 Ft / m2|4 + 1 fél|1950 előtt|4|újszerű|házközponti egyedi méréssel, hűtő-fűtő klíma|8 m2|utca, közterület - fizetős övezet|ingatlaniroda|20|"-------------------------------------------------------------------------------------------------------------------------------------------------------------
Kérem kattintson a főképen található ""VIDEÓBEMUTATÓ gombra"", hogy elérje az ingatlanról készített videónkat, amelynek segítségével online is megtekintheti az ingatlant!
--------------------------------------------------------------------------------------------------------------------------------------------------------------
Kérem kattintson a főképen található ""VIRTUÁLIS SÉTA gombra"", hogy elérje az ingatlanról készített 360 fokban forgatható Virtuális Túrát, amelynek segítségével online is bejárhatja az ingatlant!
-----------------------------------------------------------------------------------------------------------------------..."|https://ingatlan.com/34890086||E|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|XII. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.5062479|19.0164794|Budapest XII. kerület, Városmajor utca|XII. ker. Általános|1.0
108|Budapest II. kerület, Lövőház utca 22.||159 M Ft||100 m2|1 590 000 Ft / m2|3|1950 előtt|félemelet|újszerű|elektromos kazán||utca, közterület|ingatlaniroda|19|"EXKLUZÍV LUXUSLAKÁS A LÖVŐHÁZ UTCÁBAN

Buda legkedveltebb sétálóutcájában kínáljuk megvételre ezt a minden igényt kielégítő, 100 m2-es, jelenleg 2 szobás, de könnyedén 3 szobássá alakítható luxuslakást.

A lakás jellemzői:

- prémium minőségű anyagok és nyílászárók
- 40 m2-es nappali
- kényelmes hálószoba
- konyha étkezővel
- Swarovski csillárok
- 3D falburkolatok
- gránit járólapok
- márvány falborítás
- dupla komfort
- finn szauna
- háztartási helyiség
- légkondicionáló
- központi porszívó
- biztonsági ajtó
- kamerarendszer
- távolról vezérelhető riasztó
- páncélszekrény

A lakáshoz a közelben található Millenáris Avantgarde Irodaházban őrzött teremgarázs helyek bérelhetők kedvező áron, 0-24 portaszolgálattal.

További információkért hívja a megadott telefonszámot!

UNIO Ingatlan

ÉRTÉKE..."|https://ingatlan.com/33217483|||||||||||||||||||||0.0|4.0|10.5|22.8|0.0|0.0|0.0|0.0|0|1|1|1|0|0|0|0|37.3|0.0|37.3|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5100855|19.0240156|Budapest II. kerület, Lövőház utca 22.|Budapest prémium kerület|1.3
109|Budapest XII. kerület, Ugocsa utca 11.||84,90 M Ft||61 m2|1 391 803 Ft / m2|2 + 1 fél|1950 és 1980 között|földszint|felújított|padlófűtés, egyéb||utca, közterület|ingatlaniroda|17|"Eladó az Ugocsa utcában egy 61 m2-es, felújított, 2 külön nyíló szobás, amerikai konyhás földszinti lakás. A kiváló elrendezésnek köszönhetően a 2 hálószoba a lakás ellentétes végeiben helyezkedik el. Ezen kívül az ingatlan 2 külön fürdőszobával is rendelkezik. A fűtés padlófűtéssel, valamint hűtő-fűtő légkondicionálóval van megoldva. Kilátás az utcára. (Az épület 4 emeletes.)

Ideális elhelyezkedés: központi, de nagyon csendes, egyirányú utcában, tömegközlekedés, boltok és bevásárlóközpont mindössze néhány percre.
A vételárat lehetőség szerint dollárban vagy euróban kéri a tulajdonos hong kongi számlaszámára

61 m2 ground floor apartment for sale in district 12. in a quiet neighbourhood. Living room and open kitchen, 2 bedrooms and 2 bathrooms. The bedrooms are situated at either end of t..."|https://ingatlan.com/32884874|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|XII. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.4949881|19.0198869|Budapest XII. kerület, Ugocsa utca 11.|XII. ker. Belváros|1.0
111|Budapest II. kerület, Víziváros||164 M Ft||85 m2|1 895 953 Ft / m2|2 + 1 fél|2023|1|újszerű|elektromos kazán, padlófűtés|3 m2||ingatlaniroda|17|"Elegáns, erkélyes, luxus design lakás a II. kerület szívében, a Szász Károly utca csendes szakaszán!

Az ingatlan a II. kerület egyik legkeresettebb részén található, egy rendezett, liftes ház első emeletén. A teljesen felújított, 85 nm-es (+ 12 nm-es galéria) design lakás prémium minőségű berendezést, modern stílust és praktikus elrendezést kínál. A fotók a lakás aktuális állapotát tükrözik – ez nem látványterv, hanem a valóság!

Lakás jellemzői:

• Méret: 85 nm + 12 nm galéria + 3 nm erkély

• Helyiségek: Tágas nappali, hálószoba, étkező + konyha, gardrób, fürdőszoba WC-vel, külön WC, állógaléria

• Állapot: Teljeskörű, prémium minőségű felújítás elegáns, modern stílusban

• Bútorozott: Az ár tartalmazza a lakás teljes bútorzatát és berendezését

Felújítás és felszereltség:

• Prémium mi..."|https://ingatlan.com/34459731|||||||||||||||||||||0.0|0.0|0.0|15.2|0.0|0.0|0.0|0.0|0|0|0|1|0|0|0|0|15.2|0.0|15.2|I. kerület|0.85|enhanced_4step|aggregated_from_1_sources|1|47.50504309999999|19.038844|Budapest II. kerület, Víziváros|Budapest prémium kerület|1.3
112|Budapest II. kerület, Csalogány utca 39.||259 M Ft||156 m2|1 603 715 Ft / m2|4 + 1 fél|1950 és 1980 között|5|jó állapotú|gázkazán|11 m2||ingatlaniroda|30|"//HU

Az ingatlan jelenleg (teljes körű felújítás után) egy tágas, kiváló lakásként funkcionál, azonban a dokumentációk alapján még mindig három különálló lakásként van nyilvántartva, mindegyik saját helyrajzi számmal. Ez nemcsak nagyszerű otthon, hanem befektetők számára is érdekes lehetőség lehet, mivel a lakások újra visszaalakíthatók három különálló ingatlanná eladás vagy bérbeadás céljából.

Budapest egyik legjobb lakóhelye. 4+1 szobás lakás a Csalogány utcában, az I. és II. kerület határán, a Batthyány tér és a Széll Kálmán tér között található. A Duna-parti sétány 10 perces sétával elérhető. Minden infrastruktúra, üzletek, kávézók és éttermek, valamint iskolák és óvodák a közelben. Lidl szupermarket 30 méterre a háztól. Az utcában korszerűsítették a gyalogos járdákat.

Liftes ház, 5..."|https://ingatlan.com/34063920|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|0|0|0|0|0|0|0|1|0.0|4.0|-4.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.507966|19.031987|Budapest II. kerület, Csalogány utca 39.|Budapest prémium kerület|1.3
113|Budapest II. kerület, Margit körút||299 M Ft||246 m2|1 215 447 Ft / m2|10|1950 előtt|5|felújított|gázkazán|||ingatlaniroda|27|Eladásra kínálunk a II. kerületben Mamut és a Millenáris Park közvetlen közelében a Margit Körúton egy legfelső emeleti Örök Panorámás 246 nm (FH:220) 10 szobás FELÚJÍTOTT Ingatlant . Jelenleg ki van adva iroda bérli, aki szívesen maradna is . Fűtése: Cirkó, Egyedi lehetőségek.|https://ingatlan.com/34276246|246 m2||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|0.0|0|0|0|0|0|1|0|0|3.2|0.0|3.2|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5109233|19.0316959|Budapest II. kerület, Margit körút|Budapest prémium kerület|1.3
114|Budapest II. kerület, Bem rakpart||179 M Ft||81 m2|1 967 032 Ft / m2|3|1950 és 1980 között|1|felújított|házközponti|20 m2|utca, közterület|ingatlaniroda|23|"Ide csak a bőröndöket kell behúzni!
Ja meg egy üveg pezsgőt a költözésre!

Kérem tekintse meg a videót!

Igazi ritkaság!
Panorámás,
2 erkélyes,2 fürdőszobás, felújított öröklakás!
Megvételre kínálunk a II. Kerület Bem rakparton egy, 8 emeletes, liftes, 72 lakásos társasház első emeletén található 81nm-es, Panorámás,
2 erkélyes, 2 fürdőszobás, felújított öröklakást!
Az ingatlan 2022-ben alapos és teljes felújításon esett át amely nem befektetési céllal készült hanem saját részre.
Dupla komfort, klíma, a házközponti fűtés, a Délnyugati tájolása, a 20 nm-es 2 terasza, a hatalmas műanyag nyílászárók, mind mind hozzájárulnak a csendes, kellemes, nyugodt mindennapokhoz. 2,6 méteres belmagassága pedig a modern stílusban berendezett ingatlanhoz tökéletesen illeszkedik. A lakás fenntartási költsége..."|https://ingatlan.com/34172785|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|6.4|2.5|0.0|0|0|0|0|0|1|1|0|8.9|0.0|8.9|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5110468|19.0392243|Budapest II. kerület, Bem rakpart|Budapest prémium kerület|1.3
115|Budapest II. kerület, Kapás utca||139,50 M Ft||90 m2|1 328 571 Ft / m2|3|1950 előtt|4|jó állapotú|gázkazán|30 m2||ingatlaniroda|8|A II. kerületben, a Mechwart liget szomszédságában, a Csendes Szász Károly utcában, Kapás utcára néző ,eladásra kínálunk egy liftes társasházban lévő, 90Nm lakást (FH:84 ) 4. emeleti, jelenleg 3 szobás, Jó állapotú ,világos,csendes ,kizárólagos használatú erkély van a lakáshoz . Jó elosztásának köszönhetően igény szerint 4 szobássá is lehet alakítani. Fűtéséről cirkó gondoskodik . A közös költség 27.800.-ft, mely tartalmazza az általános költségeket, valamint a korlátlan vízfogyasztást. Központi elhelyezkedésének köszönhetően irodának vagy rendelőnek is alkalmas. A Lakáshoz lehet csinálni egy 60 Nm tető teraszt mivel legfelső emeleti , meg is lett tervezve építésszel. Az épület homlokzata most lesz felújítva.|https://ingatlan.com/34774446|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5096234|19.0336327|Budapest II. kerület, Kapás utca|Budapest prémium kerület|1.3
116|Budapest II. kerület, Tölgyfa utca||79,90 M Ft||56 m2|1 426 785 Ft / m2|3|1950 előtt|3|felújított|elektromos fűtőpanel|||ingatlaniroda|13|"A II. kerületben, a Tölgyfa utcában, lépés távolságra a Margit-hídtól, illetve a fonódó villamos hálózattól, eladásra kínálunk egy teljesen felújított 56 Nm (fh:54nm-es) 3.emeleti, rendezett házban lévő 3 szobás , világos Csendes lakást. A közös költség: 19.800FT, amely tartalmazza az általános költségeket, valamint a korlátlan vízfogyasztás is benne van. Az ingatlanba elektromos fűtés lett kialakítva. Ide tényleg csak költözni kell.
A központi elhelyezkedésnek és a könnyű megközelítésnek köszönhetően könnyedén kiadható.
Az ingatlan per/teher mentes."|https://ingatlan.com/34759694|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|II. kerület|0.85|enhanced_4step|aggregated_from_2_sources|2|47.5132665|19.0362055|Budapest II. kerület, Tölgyfa utca|Budapest prémium kerület|1.3
